sentence1,sentence2,drug
"We report a case of a 60-year-old woman with dyslipidemia who presented with chest pain, exertional dyspnea, and mild dry cough.","We report the case of a 36-year-old woman who presented with substernal, pressure-like chest pain without aggravating, alleviating, or associated symptoms.",Chest pain
We present a rare case of a 57-year-old Saudi male who presented to the ER with chest pain and dyspnea.,"We report the case of a 36-year-old woman who presented with substernal, pressure-like chest pain without aggravating, alleviating, or associated symptoms.",Chest pain
A 26-year-old male who endorses daily cigarette smoking and marijuana vaping presented to the emergency department with acute onset of left-sided chest pain radiating to the left shoulder.,CASE REPORT We present the case of a 13-year-old male with no previous medical history who presented to the Emergency Department with progressive left-sided chest pain following a sports-related fall.,Chest pain
"In this case report, we describe an uncommon presentation of Cushing's syndrome in a patient in their 60s who presented to the emergency department with left-sided chest pain.",CASE REPORT We present the case of a 13-year-old male with no previous medical history who presented to the Emergency Department with progressive left-sided chest pain following a sports-related fall.,Chest pain
We present the case of a 49-year-old patient with a history of type 2 diabetes and smoking who presented to the emergency department with acute chest pain and was diagnosed with inferior ST-elevation myocardial infarction (STEMI).,CASE REPORT We present the case of a 13-year-old male with no previous medical history who presented to the Emergency Department with progressive left-sided chest pain following a sports-related fall.,Chest pain
"Methods: We report the case of a 58-year-old male with a history of hypertension, type II diabetes, and heavy smoking, who presented with a two-day history of chest pain and cardiogenic shock.",CASE REPORT We present the case of a 13-year-old male with no previous medical history who presented to the Emergency Department with progressive left-sided chest pain following a sports-related fall.,Chest pain
"This case report follows a 50-year-old male with a known history of pericardial effusion post-COVID vaccination who presented to the emergency department with shortness of breath and chest pain, necessitating further management.",CASE REPORT We present the case of a 13-year-old male with no previous medical history who presented to the Emergency Department with progressive left-sided chest pain following a sports-related fall.,Chest pain
"CASE REPORT
We report the case of a 58-year-old male with a past medical history of HIV and history of intravenous drug use (IVDU) who presented to the Emergency Department with anterior chest pain for several days in addition to 3 days of fever and chills.",CASE REPORT We present the case of a 13-year-old male with no previous medical history who presented to the Emergency Department with progressive left-sided chest pain following a sports-related fall.,Chest pain
We present an intriguing case of a 67-year-old female who presented to the hospital with sudden chest pain preceded by viral prodromal symptoms.,"We report the case of a 36-year-old woman who presented with substernal, pressure-like chest pain without aggravating, alleviating, or associated symptoms.",Chest pain
"In this report, we describe the case of a 33-year-old male with a four-year history of emesis secondary to chronic gastroparesis who presented with pleuritic chest pain radiating to the neck.",CASE REPORT We present the case of a 13-year-old male with no previous medical history who presented to the Emergency Department with progressive left-sided chest pain following a sports-related fall.,Chest pain
We report the case of a 64-year-old female with a history of hypothyroidism and isolated parotid sarcoidosis who presented with acute-onset chest pain and dyspnea.,"We report the case of a 36-year-old woman who presented with substernal, pressure-like chest pain without aggravating, alleviating, or associated symptoms.",Chest pain
We report a 65-year-old male with multiple risk factors for ACS who presented with four hours of progressive epigastric and chest pain that resolved in the emergency department.,CASE REPORT We present the case of a 13-year-old male with no previous medical history who presented to the Emergency Department with progressive left-sided chest pain following a sports-related fall.,Chest pain
"CASE PRESENTATION
A 61-year-old man with a history of hypertension and smoking presented to the emergency department complaining of paroxysmal chest pain for the preceding 6 days.","In this case, a 23-year-old male with no prior medical history presented to the emergency department with chest pain and dyspnea following intense training for a triathlon.",Chest pain
We report a case of TCM following the COVID-19 vaccine in a 59-year-old female who presented with intermittent chest pain and dyspnea following the COVID-19 vaccine booster dose.,CASE REPORT We present the case of a 13-year-old male with no previous medical history who presented to the Emergency Department with progressive left-sided chest pain following a sports-related fall.,Chest pain
We depict a unique case of a 34-year-old woman who presents to the emergency department with complaints of dyspnea and chest pain for the past month.,CASE REPORT We present the case of a 13-year-old male with no previous medical history who presented to the Emergency Department with progressive left-sided chest pain following a sports-related fall.,Chest pain
We present an intriguing case of a 67-year-old female who presented to the hospital with sudden chest pain preceded by viral prodromal symptoms.,CASE REPORT We present the case of a 13-year-old male with no previous medical history who presented to the Emergency Department with progressive left-sided chest pain following a sports-related fall.,Chest pain
"We report the case of a 69-year-old female who presented with severe chest pain, orthopnea, and a 1-month history of progressively worsening difficulty in breathing.",We report a case of a 72-year-old female who presented to the emergency room with severe anginal chest pain without any preceding stress.,Chest pain
"We report the case of a 42-year-old Southeast Asian male with a six-month history of hypertension controlled by a single antihypertensive agent, presenting to the emergency department with central chest pain radiating to the back.",CASE REPORT We present the case of a 13-year-old male with no previous medical history who presented to the Emergency Department with progressive left-sided chest pain following a sports-related fall.,Chest pain
We present such a case of a 34-year-old lady with no known co-morbidities presenting to the accident and emergency unit with left-sided pleuritic chest pain associated with non-productive cough and breathlessness.,CASE REPORT We present the case of a 13-year-old male with no previous medical history who presented to the Emergency Department with progressive left-sided chest pain following a sports-related fall.,Chest pain
"We report the case of a 76-year-old woman with diabetes who developed sudden, severe chest pain and palpitations after cataract surgery.",We report a case of a 72-year-old female who presented to the emergency room with severe anginal chest pain without any preceding stress.,Chest pain
"CASE PRESENTATION
We describe a 13-year-old boy with a history of bronchial asthma and left lower lobectomy, with persistent cough and left-sided chest pain when he went to the emergency room.",CASE REPORT We present the case of a 13-year-old male with no previous medical history who presented to the Emergency Department with progressive left-sided chest pain following a sports-related fall.,Chest pain
We present a rare case of a 57-year-old Saudi male who presented to the ER with chest pain and dyspnea.,"Here, we present a case of a 25-year-old male without any medical history who presented with intermittent substernal chest discomfort on exertion.",Chest pain
