sentence1,sentence2,drug
"Moreover, the primary-assisted patency of cutting balloon angioplasty and conventional balloon angioplasty at 1, 2, and 5 years were 66.7%, 62.5%, and 62.5% and 61.1%, 58.2%, and 49.8%, there was no significant difference between the 2 groups (P > 0.05), respectively.",There was no significant difference in the scores of Hospital Anxiety and Depression Scale (HADS) and anxiety and depression subscales between the two groups before nursing (P > 0.05).,Dizziness
"METHODS
We included systematic reviews of randomized controlled trials (RCTs) and observational studies that evaluated the effects of corticosteroids compared to placebo or usual care in adult patients with acute VN.",Systemic antibiotics without surgical intervention for adults with symptomatic apical periodontitis or acute apical abscess We found no studies that compared the effects of systemic antibiotics with a matched placebo delivered without a surgical intervention for symptomatic apical periodontitis or acute apical abscess in adults.,Dizziness
"A man in his 60s with a medical history of Marfan's variant with remote valve sparing aortic root replacement presented for evaluation of subacute fevers, chills and night sweats.","A man in his late 40s with no significant medical history presented with 2 weeks of lethargy, nausea and dizziness, alongside worsening headaches.",Dizziness
"SIGNIFICANCE
This is the first prospective study on the efficacy and safety of perampanel monotherapy in treating Chinese patients with FOS, and perampanel monotherapy was effective and safe in treating Chinese patients aged ≥4 years with FOS up to 12 months.","Background
No interventional study has been conducted in China to assess efficacy and safety of perampanel in treating Chinese patients with epilepsy, nor has there been any study on perampanel early add-on therapy in China.",Dizziness
"METHODS
A multicentre prospective cohort study was conducted across three Australian vascular centres with low rates of surgical treatment of patients without transient ischaemic attack or stroke.","METHODS
This was a multicenter, retrospective, non-interventional study of Korean patients aged ≥12 years with focal-onset seizures (FOS) with or without focal to bilateral tonic-clonic seizures.",Dizziness
"The present study identified that the prevalence of hypoglycemic episodes of GIST was 4.1% in all patients with GIST, and recurrent hypoglycemic cases had a poor prognosis.","CONCLUSION
The present study demonstrated that methimazole combined with propranolol may significantly improve the heart rate, bone metabolism and associated hormone levels in patients with hyperthyroidism, without significantly increasing the risk of adverse reactions.",Dizziness
"This study retrospectively analyzed hearing test results from elderly patients experiencing vertigo and dizziness at ENT outpatient over a 10-year period, in order to study the patterns of hearing loss in this patient population.","IMPLICATIONS
The study results failed to confirm the claimed association between the use of a DOAC and syncopal symptoms unrelated to bleeding, anemia, or stroke in this relatively large Israeli patient population.",Dizziness
"Atypical antipsychotics may also reduce self-injury (SMD -1.43, 95% CI -2.24 to -0.61; 1 study, 30 participants; low-certainty evidence), possibly indicating a large effect.","However, there was no clear evidence that ADHD-related medications have an effect on self-injury (SMD -0.62, 95% CI -1.63 to 0.39; 1 study, 16 participants; very low-certainty evidence).",Dizziness
"Introduction
The aim was to demonstrate the safety and tolerability of cannabidiol (CBD) with Δ9-THC in patients with moderate to severe chronic back or neck pain unresponsive to over-the-counter non-opioid analgesics.","On the second postoperative day, she experienced headaches, dizziness, severe neck and back pain, along with numbness in the arms and inability to touch or move them.",Dizziness
"CONCLUSIONS
One-fourth of patients with dizziness in the ED presented with AVS with a high prevalence (10%) of vestibular strokes.","The patient was a 42-year-old male, presented with dizziness and unsteady walking for about 6 months, without symptoms of cranial nerve deficit.",Dizziness
This case report highlights the atypical presentation of coronary artery vasospasm in a 59-year-old patient presenting with syncope due to ventricular arrhythmia.,"In this case report, we describe a 76-year-old woman, presenting with dizziness for the past 2 months, without other focal neurological signs.",Dizziness
"Drug-related adverse events were reported for 14 patients (22.6%) in Arm 1 and 10 patients (24.4%) in Arm 2, most frequently headache, diarrhoea, flushing and dizziness.","No systemic adverse events were reported for tadalafil cream, and significant differences in dizziness, headache, nasal congestion, and erythema were observed between the two treatments.",Dizziness
"CASE PRESENTATION
A 55-year-old man with a history of a congenitally small main pulmonary artery presented to the emergency department with sustained unsteady walking, dizziness and vertigo.","The patient was a 42-year-old male, presented with dizziness and unsteady walking for about 6 months, without symptoms of cranial nerve deficit.",Dizziness
"Using Raosoft®, the sample size was estimated with a CI of 95% and a 36.4% prevalence of neurological symptoms in COVID-19 patients to be 289.",The combination of both procedures with CI has not been investigated; therefore the objective of this study was to investigate the outcome of this combination in patients with single-sided MD and moderately severe to complete sensorineural hearing loss.,Dizziness
"The aim of this study was to compare the effects of Half-Somersault and Brandt-Daroff exercises on dizziness, fear of fall, and quality of life in patients with posterior canal benign paroxysmal positional vertigo (PC-BPPV).",The combination of both procedures with CI has not been investigated; therefore the objective of this study was to investigate the outcome of this combination in patients with single-sided MD and moderately severe to complete sensorineural hearing loss.,Dizziness
"A 79-year-old woman with a history of resection of the ascending colon cancer presented with conscious disturbance, dysarthria, nausea, and dizziness.","The patient was a 42-year-old male, presented with dizziness and unsteady walking for about 6 months, without symptoms of cranial nerve deficit.",Dizziness
"The most common adverse events (AEs) in the mirogabalin add-on group were dizziness (12.7%), somnolence (7.9%), and urticaria (3.2%).","Of note, there were no differences in adverse events and adverse reactions between the treatment groups of the two drugs.",Dizziness
"Using Raosoft®, the sample size was estimated with a CI of 95% and a 36.4% prevalence of neurological symptoms in COVID-19 patients to be 289.","CONCLUSIONS
EDB, using two titanium clips, seems to be helpful for controlling vestibular symptoms and for stabilizing hearing or even to improve hearing in 82% of cases.",Dizziness
"METHODS
we describe the clinical and neurological records of a female patient with post-EBV acute cerebellar ataxia, whose symptoms rapidly resolved with intravenous immunoglobulin therapy.",Previous clinical trials have demonstrated good results with the use of a fixed-dose combination (FDC) of tramadol 75 mg and dexketoprofen 25 mg (TRAM/DKP) in acute pain management.,Dizziness
"CONCLUSION
We found multidimensional symptoms and differences in symptom documentation among a diverse cohort of older adults with urinary incontinence, underscoring the need for comprehensive assessments by clinicians.","CONCLUSION
Public square dancing combined with serotonin reuptake inhibitors has a positive impact on the subjective sensations of dizziness, balance enhancement, anxiety, and depressive symptom regulation in middle-aged and older women with PPPD.",Dizziness
"Neurohormones versus placebo At short-term follow-up, neurohormones may have minimal to no clear effect on irritability when compared to placebo (SMD -0.18, 95% CI -0.37 to -0.00; 8 studies; 466 participants; very low-certainty evidence), although the evidence is very uncertain.","However, there was no clear evidence that ADHD-related medications have an effect on self-injury (SMD -0.62, 95% CI -1.63 to 0.39; 1 study, 16 participants; very low-certainty evidence).",Dizziness
"Purpose
This study compared the efficacy, tolerability, and safety of rimegepant 75 mg oral tablet - a small molecule calcitonin-gene receptor peptide (CGRP) receptor antagonist - with placebo in the acute treatment of migraine.",Previous clinical trials have demonstrated good results with the use of a fixed-dose combination (FDC) of tramadol 75 mg and dexketoprofen 25 mg (TRAM/DKP) in acute pain management.,Dizziness
"Of the 9 participants who used MindCotine, 4 (44%) reported some dizziness with app use that resolved and 7 (78%) would recommend MindCotine to a friend.","Results
Participants reported that the main fuel used were wood, coal, cardboard, and a mix of wood, cardboard, and plastic, which were used for cooking, heating, baking, boiling water, and lighting.",Dizziness
"Objective
This meta-analysis of randomized clinical trials (RCTs) was conducted to explore the therapeutic effects, tolerability and safety of repetitive transcranial magnetic stimulation (rTMS) as an adjunct treatment in adolescents with first-episode major depressive disorder (FE-MDD).","Although earlier studies have demonstrated the feasibility and beneficial potentials of repetitive transcranial magnetic stimulation (rTMS) over the dorsolateral prefrontal cortex (DLPFC) in intellectually able autistic people, the feasibility and tolerability of applying rTMS in autistic people with ID/MS has never been studied.",Dizziness
"RESULTS
Within one month after the use of PGB alone, 29 out of the 102 (28.4%) patients achieved pain relief with a significant reduction in the BNI scores (P < 0.01).",Previous clinical trials have demonstrated good results with the use of a fixed-dose combination (FDC) of tramadol 75 mg and dexketoprofen 25 mg (TRAM/DKP) in acute pain management.,Dizziness
This study aimed to compare low-dose ketamine and fentanyl infusions in terms of their pain-relieving effects and observed adverse effects in patients presenting to the ED with isolated long bone fractures.,"CONCLUSION
The present study demonstrated that methimazole combined with propranolol may significantly improve the heart rate, bone metabolism and associated hormone levels in patients with hyperthyroidism, without significantly increasing the risk of adverse reactions.",Dizziness
"Managed conservatively with IV hydrocortisone and intensive care, the patient experienced persistent bradycardia and severe abdominal pain, requiring transfer to another ICU.","On the second postoperative day, she experienced headaches, dizziness, severe neck and back pain, along with numbness in the arms and inability to touch or move them.",Dizziness
"METHODS
We conducted a pooled analysis of safety data from three phase 3 randomized controlled trials in adults with acute moderate-to-severe pain following oral surgery, bunionectomy, and elective abdominal hysterectomy.",Previous clinical trials have demonstrated good results with the use of a fixed-dose combination (FDC) of tramadol 75 mg and dexketoprofen 25 mg (TRAM/DKP) in acute pain management.,Dizziness
A 68-year-old male with liver cirrhosis presented with dizziness and dyspnea two days after endoscopic Histoacryl occlusion of gastric varicses.,"The patient was a 42-year-old male, presented with dizziness and unsteady walking for about 6 months, without symptoms of cranial nerve deficit.",Dizziness
