sentence1,sentence2,drug
We report a case of Acanthamoeba rhinosinusitis in a patient with chronic lymphocytic leukemia who presented with headaches and chronic rhinosinusitis refractory to multiple courses of antibiotics.,"Case Presentation
The patient, a Japanese woman in her 80s, presented with headaches at the back of the head and a history of multiple unruptured cerebral aneurysms but no recent head trauma.",Headaches
"Case summary
We describe a case of a 24-year-old woman with diffuse multiple PAVMs localized to the left inferior lobe and chronic cyanosis.","We describe a case of a 21-year-old male with no significant medical history who presented with intermittent headaches and vomiting, progressing to continuous symptoms.",Headaches
"CASE PRESENTATION
A 58-year-old woman with a history of hepatobiliary cholangiocarcinoma presented with a recent onset of unsteady walking, dizziness, vomiting, and worsening occipital headaches.","We describe a case of a 21-year-old male with no significant medical history who presented with intermittent headaches and vomiting, progressing to continuous symptoms.",Headaches
This case report describes a unique presentation of an epithelioid glomus tumor in a 49-year-old male with a history of progressive occipital headaches.,"CASE PRESENTATION
We present the case of a 59-year-old male patient who had a history of progressive left-sided weakness and right-sided headaches with no respiratory symptoms.",Headaches
A 38-year-old female patient who had previously undergone rhinoplasty surgery visited the outpatient clinic complaining of headaches and a deviated nose.,"CASE PRESENTATION
We present the case of a 59-year-old male patient who had a history of progressive left-sided weakness and right-sided headaches with no respiratory symptoms.",Headaches
"CASE PRESENTATION
We present the case of a 42-year-old man who suffered a massive ICH due to hypertension resulting from MAP poisoning.","CASE PRESENTATION
We present the case of a 59-year-old male patient who had a history of progressive left-sided weakness and right-sided headaches with no respiratory symptoms.",Headaches
"CLINICAL PRESENTATION
In this case, a 65-year-old woman with a congenital DST at the cervical level presented with symptoms of neck and some arm pain, suboccipital headaches, and unique external characteristics.","Case Presentation
The patient, a Japanese woman in her 80s, presented with headaches at the back of the head and a history of multiple unruptured cerebral aneurysms but no recent head trauma.",Headaches
We report a 55-year-old male who presented to the hospital with recurrent thunderclap headaches over the course of 1 week with sudden onset of anterograde memory loss.,"We describe a case of a 21-year-old male with no significant medical history who presented with intermittent headaches and vomiting, progressing to continuous symptoms.",Headaches
"Three days after being stung by wasps in a rural area, a 60-year-old man was admitted to the emergency department with headaches.","BACKGROUND
Few studies have evaluated the rapid pain improvement provided by medications for children presenting to an emergency department (ED) with headaches.",Headaches
"This paper reports the case of a 32-year-old right-handed man with acute-onset headaches associated with right-sided tinnitus, right-sided hemianesthesia, and binocular diplopia related to cranial nerve IV palsy.",This report describes the case of a 53-year-old man with no known medical history who experienced severe headaches and vomiting while on a business trip to Pakistan.,Headaches
We report a case of Acanthamoeba rhinosinusitis in a patient with chronic lymphocytic leukemia who presented with headaches and chronic rhinosinusitis refractory to multiple courses of antibiotics.,This report describes the case of a 53-year-old man with no known medical history who experienced severe headaches and vomiting while on a business trip to Pakistan.,Headaches
"We report a rare case of a 39-year-old man who presented with subacute onset of headaches and confusion, and three days later developed quadriplegia and areflexia.",This report describes the case of a 53-year-old man with no known medical history who experienced severe headaches and vomiting while on a business trip to Pakistan.,Headaches
"CLINICAL PRESENTATION
A 44-year-old woman with numbness on the right side of her face, severe headaches, and swelling in temporomandibular region is presented.","Case Presentation
The patient, a Japanese woman in her 80s, presented with headaches at the back of the head and a history of multiple unruptured cerebral aneurysms but no recent head trauma.",Headaches
"Case presentation
The authors report a 35-year-old Arabian male who presented to the ER with a history of sudden loss of consciousness, anisocoria, and right hemiparesis.","Case Presentation
The patient, a Japanese woman in her 80s, presented with headaches at the back of the head and a history of multiple unruptured cerebral aneurysms but no recent head trauma.",Headaches
